	mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_max_depth	param_learning_rate	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score	split0_train_score	split1_train_score	split2_train_score	split3_train_score	split4_train_score	mean_train_score	std_train_score
0	13.23824338912964	2.500390975608256	0.05535554885864258	0.005560881139643521	5	0.025	{'max_depth': 5, 'learning_rate': 0.025}	-1.6151629938992182	-1.5784267333631876	-1.2909065278872465	-1.6722615478788487	-1.2943789526139557	-1.4902273511284914	0.1640791762692271	12	-1.2500174744516264	-1.2466205272684203	-1.2873919475336637	-1.2362448896459115	-1.300410452948169	-1.2641370583695584	0.02506277563332302
1	61.65369367599487	1.2650841085221578	0.0800971508026123	0.008430882636108987	10	0.025	{'max_depth': 10, 'learning_rate': 0.025}	-1.4879887747545035	-1.521357457711088	-1.2521479935764182	-1.649618985596152	-1.257701286477111	-1.4337628996230545	0.15568478905398242	11	-0.8694804240037028	-0.8722836360864373	-0.8860740823498308	-0.8383368922179993	-0.8687584238747574	-0.8669866917065455	0.015636846534469177
2	142.54250998497008	2.491938548037176	0.08899388313293458	0.01267225370243449	15	0.025	{'max_depth': 15, 'learning_rate': 0.025}	-1.4891327604880549	-1.511265088403494	-1.2505330762818367	-1.6568372635390618	-1.2388661380159363	-1.4293268653456768	0.16142744899213704	9	-0.6630969623364805	-0.6732349831355657	-0.6810875913369866	-0.6581099888834778	-0.6755308930544128	-0.6702120837493848	0.008399880609556197
3	184.7836601257324	1.2985958359375818	0.09882731437683105	0.0066706475252539255	20	0.025	{'max_depth': 20, 'learning_rate': 0.025}	-1.4924716822224038	-1.5186757598295013	-1.2336181589184048	-1.6653260324291561	-1.252601472057712	-1.4325386210914357	0.16561901173315993	10	-0.6232731094415247	-0.6280533254130298	-0.6338728866152015	-0.611143648036088	-0.6311380500413407	-0.6254962039094369	0.007993448822931617
4	11.17923264503479	0.5110531064282898	0.0671839714050293	0.01717374538616629	5	0.05	{'max_depth': 5, 'learning_rate': 0.05}	-1.5092117311835593	-1.4923736662210447	-1.1922290576655765	-1.5570657218880284	-1.1860979754808108	-1.387395630487804	0.16325331687250752	8	-1.0185953622761583	-1.005604324294258	-1.0364291625417914	-0.9986086685137506	-1.021387834592774	-1.0161250704437466	0.01314203652609898
5	64.31782140731812	1.9974287318659947	0.0778432846069336	0.01792611483098163	10	0.05	{'max_depth': 10, 'learning_rate': 0.05}	-1.378231688496088	-1.4062012815414577	-1.1262426588607635	-1.5457531114910639	-1.1409453883735987	-1.3194748257525943	0.16210313999578724	3	-0.4627445718921731	-0.4735197319600134	-0.48052602137371625	-0.45174500749386964	-0.45808045734502184	-0.46532315801295887	0.010409446380111478
6	182.78922414779663	5.002964591252499	0.10419864654541015	0.008396938309104148	15	0.05	{'max_depth': 15, 'learning_rate': 0.05}	-1.375886377405681	-1.3984346213537004	-1.1315167684503462	-1.578853847463126	-1.1276438019751316	-1.322467083329597	0.17249753293661843	5	-0.17600775450523343	-0.16026560187747008	-0.17348119240416945	-0.16681020575052874	-0.17445727907172306	-0.17020440672182496	0.005878835515566973
7	250.95536503791809	5.493869014242054	0.11012673377990723	0.006356427564788178	20	0.05	{'max_depth': 20, 'learning_rate': 0.05}	-1.3801995508339353	-1.39108203675829	-1.1244157629971752	-1.5759965373105274	-1.1359159717441942	-1.3215219719288245	0.17107858440809912	4	-0.10935655146367539	-0.11525832972606172	-0.11275014240316611	-0.10513284106002467	-0.11176088793649194	-0.11085175051788396	0.0034289913535283656
8	10.58872718811035	0.7748564895980986	0.055435991287231444	0.009007405180216123	5	0.1	{'max_depth': 5, 'learning_rate': 0.1}	-1.4815222474586494	-1.4540577815213303	-1.1506632328702062	-1.5409249889178742	-1.1712489568533753	-1.359683441524287	0.16480091736516406	7	-0.8600874938522457	-0.8525852012350414	-0.8597679851081145	-0.8372668037081625	-0.8402553709242531	-0.8499925709655635	0.009601522154270055
9	65.7261296749115	2.139846556368605	0.06737837791442872	0.00443192886583828	10	0.1	{'max_depth': 10, 'learning_rate': 0.1}	-1.3893189505850954	-1.3817424132157305	-1.103925966049213	-1.51994653293889	-1.1409558383656633	-1.3071779402309183	0.15907145087268323	1	-0.23258095432161136	-0.22436578852659453	-0.24723445732046295	-0.21025980519697796	-0.21545652730513568	-0.2259795065341565	0.013082799651536579
10	185.94313135147095	4.8222039241657555	0.09056711196899414	0.004000864478567275	15	0.1	{'max_depth': 15, 'learning_rate': 0.1}	-1.3811690381379775	-1.4136048794425646	-1.122304683584691	-1.5903088569029065	-1.137144119509553	-1.3289063155155385	0.17759138587471662	6	-0.039830992750353164	-0.03158825954895046	-0.03361171442519168	-0.02818317859386346	-0.03172444654126491	-0.03298771837192473	0.00384337660104393
11	291.96588282585145	10.304819610928089	0.13044261932373047	0.016935611094723555	20	0.1	{'max_depth': 20, 'learning_rate': 0.1}	-1.368598905120282	-1.3855810441603162	-1.1128215824505105	-1.5845831266021242	-1.1398884363538544	-1.3182946189374176	0.17436484063545052	2	-0.008427731742165118	-0.009319058816462382	-0.009839303456925871	-0.007031353139810746	-0.009736241307470075	-0.008870737692566837	0.001045733979790175
