	mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_max_depth	param_learning_rate	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score	split0_train_score	split1_train_score	split2_train_score	split3_train_score	split4_train_score	mean_train_score	std_train_score
0	11.416989660263061	0.3612365728693631	0.06468567848205567	0.015270650715083814	5	0.025	{'max_depth': 5, 'learning_rate': 0.025}	-1.403206515024779	-1.2957272864379092	-1.2713005165641218	-1.319837208819819	-1.3111710926096158	-1.3202485238912491	0.04463585047741595	12	-1.1883400822514092	-1.2129504488059502	-1.203805467785396	-1.2070673565955752	-1.19654522138264	-1.2017417153641943	0.008542418319653569
1	64.40868420600891	0.9849349671826374	0.07475271224975585	0.00632876760650882	10	0.025	{'max_depth': 10, 'learning_rate': 0.025}	-1.356764070123664	-1.2452883658101537	-1.2049350015725542	-1.2791056567743375	-1.2616598601903948	-1.2695505908942208	0.05004714542056204	10	-0.809698620989112	-0.8151962845026903	-0.8215504170724657	-0.8474783189400313	-0.8336006907109906	-0.825504866443058	0.013565521825644824
2	144.6452742576599	3.7833408139982394	0.08782439231872559	0.014955359392710282	15	0.025	{'max_depth': 15, 'learning_rate': 0.025}	-1.3264489483843982	-1.2318413482881512	-1.2025804244650222	-1.2728198667846427	-1.2528884016363249	-1.2573157979117078	0.04167560239191964	9	-0.6359376144000284	-0.6468042295317625	-0.6491778064732773	-0.6553624465276524	-0.6506531142091483	-0.6475870422283737	0.006460808072326532
3	186.2850510120392	4.577185019772877	0.09804058074951172	0.010071812093730734	20	0.025	{'max_depth': 20, 'learning_rate': 0.025}	-1.3622121184535139	-1.2379443646038848	-1.217077187376782	-1.28579413972128	-1.2649201044331337	-1.2735895829177188	0.05008452317268373	11	-0.5905883372976446	-0.5991640756421017	-0.599273595499949	-0.6021698906473361	-0.6011337794354753	-0.5984659357045012	0.0040995839488614915
4	11.38939380645752	0.4144791392840423	0.06200284957885742	0.007765919671213578	5	0.05	{'max_depth': 5, 'learning_rate': 0.05}	-1.2948961485435846	-1.1684974704471722	-1.166329057365893	-1.2112422058483177	-1.1902495953216923	-1.206242895505332	0.047239834074171816	8	-0.9807819538347349	-0.995498248049348	-0.9967179422650607	-0.9957245532384549	-0.9830378151292858	-0.9903521025033768	0.006941995420385865
5	69.58108692169189	2.9213924869745003	0.07233376502990722	0.00796196807322413	10	0.05	{'max_depth': 10, 'learning_rate': 0.05}	-1.221197359757326	-1.1090042558306632	-1.0937315567067685	-1.1678681106643929	-1.1357817200669178	-1.1455166006052138	0.04546818074073353	4	-0.42060953125035705	-0.41495065663969755	-0.42975300765983304	-0.46940924942972506	-0.4407887749763407	-0.43510224399119074	0.019256410784497694
6	186.9388146877289	2.802030169389593	0.09200825691223144	0.0053391715923237285	15	0.05	{'max_depth': 15, 'learning_rate': 0.05}	-1.2142268499457547	-1.1154479189328566	-1.1054910506944022	-1.1424577988351028	-1.1372475985054837	-1.1429742433827201	0.03813838850915456	3	-0.14649993599504604	-0.16191221052986057	-0.16109174246509814	-0.16163665514757256	-0.1601087609461567	-0.1582498610167468	0.005907211111352524
7	206.3795708656311	26.518837447755736	0.09004502296447754	0.004917935029248262	20	0.05	{'max_depth': 20, 'learning_rate': 0.05}	-1.2225045776413994	-1.103417369845809	-1.1132048403748231	-1.1627483169752983	-1.1445173198224914	-1.1492784849319642	0.04235732623890848	6	-0.09102105840243815	-0.10153001851139463	-0.09999931219776043	-0.10035456862364213	-0.09870839192225878	-0.09832266993149882	0.003760030289042249
8	6.158108854293824	0.1760218775809085	0.04768171310424805	0.002394159971405689	5	0.1	{'max_depth': 5, 'learning_rate': 0.1}	-1.262985600610262	-1.1388156696287794	-1.1533471242071487	-1.1915558472366328	-1.1676295293604793	-1.1828667542086606	0.043677475924179025	7	-0.8350597989367479	-0.8368810077297647	-0.8503075951731943	-0.8447662545313526	-0.8295751092036366	-0.8393179531149391	0.007340978248002628
9	48.57456316947937	0.6539901107956726	0.06028537750244141	0.006687957338688195	10	0.1	{'max_depth': 10, 'learning_rate': 0.1}	-1.2099744704206867	-1.1131972510253012	-1.0775556079445494	-1.1630834352269186	-1.115000826277801	-1.1357623181790513	0.04600462997356057	1	-0.21836036633967099	-0.22038948649239887	-0.2212870995893093	-0.20745134859776945	-0.22122908524255758	-0.21774347725234122	0.005253885259792291
10	142.08902597427368	2.5340319536899503	0.08312525749206542	0.003259866535846029	15	0.1	{'max_depth': 15, 'learning_rate': 0.1}	-1.2051921764437699	-1.1093356158837357	-1.0998548080494934	-1.1414274667225157	-1.1331879058244567	-1.1377995945847945	0.03694913836016333	2	-0.02629738555419463	-0.029696610196846784	-0.03015102979621117	-0.03015389523267323	-0.02830632602021404	-0.028921049360027973	0.0014761945658517271
11	221.25797777175904	3.595275013213287	0.10304689407348633	0.022778161750736173	20	0.1	{'max_depth': 20, 'learning_rate': 0.1}	-1.2228664328742256	-1.1221336216121092	-1.114038005221264	-1.1368328753352395	-1.1331184724000063	-1.1457978814885688	0.03936848307685503	5	-0.006058524751545703	-0.0070050940075857175	-0.00674858325222086	-0.006694837396019868	-0.007404481860013077	-0.006782304253477045	0.00044031456326263914
